CpdClass1	CpdClass2	BioSim
GF-I-1	QN-C-R	0.648
GF-I-1	QN-C-R	0.619
GF-I-1	QN-C-R	0.333
GF-I-1	QN-C-R	0.649
GF-I-1	QN-C-R	0.23
GF-I-1	QN-C-R	0.577
GF-I-1	QN-C-R	0.483
GF-I-1	QN-C-R	0.556
GF-I-1	QN-C-R	0.503
GF-I-1	QN-C-R	0.573
GF-I-1	QN-C-R	0.399
GF-I-1	QN-C-R	0.544
GF-I-1	QN-C-R	0.439
GF-I-1	QN-C-R	0.525
GF-I-1	QN-C-R	0.49
GF-I-1	QN-C-R	0.456
GF-I-1	QN-C-R	0.492
GF-I-1	QN-C-R	0.404
GF-I-1	QN-C-R	0.519
GF-I-1	QN-C-R	0.375
GF-I-1	QN-C-R	0.524
GF-I-1	QN-C-R	0.355
GF-I-1	QN-C-R	0.321
GF-I-1	QN-C-R	0.444
GF-I-1	QN-C-R	0.542
GF-I-1	QN-C-R	0.293
GF-I-1	QN-C-R	0.466
GF-I-1	QN-C-R	0.195
GF-I-1	QN-C-R	0.412
GF-I-1	QN-C-R	0.397
GF-I-1	QN-C-R	0.45
GF-I-1	QN-C-R	0.406
GF-I-1	QN-C-R	0.218
GF-I-1	QN-C-R	0.443
GF-I-1	QN-C-R	0.103
GF-I-1	QN-C-R	0.758
GF-I-1	QN-C-R	0.496
GF-I-1	QN-C-R	0.542
GF-I-1	QN-C-R	0.546
GF-I-1	QN-C-R	0.777
GF-I-1	QN-C-R	0.506
GF-I-1	QN-C-R	0.636
GF-I-1	QN-C-R	0.407
GF-I-1	QN-C-R	0.622
GF-I-1	QN-C-R	0.556
GF-I-1	QN-C-R	0.572
GF-I-1	QN-C-R	0.577
GF-I-1	QN-C-R	0.449
GF-I-1	QN-C-R	0.665
GF-I-1	QN-C-R	0.339
GF-I-1	QN-C-R	0.482
GF-I-1	QN-C-R	0.66
GF-I-1	QN-C-R	0.41
GF-I-1	QN-C-R	0.728
GF-I-1	QN-C-R	0.559
GF-I-1	QN-C-R	0.279
GF-I-1	QN-C-R	0.689
GF-I-1	QN-C-R	0.258
GF-I-1	QN-C-R	0.637
GF-I-1	QN-C-R	0.661
GF-I-1	QN-C-R	0.674
GF-I-1	QN-C-R	0.624
GF-I-1	QN-C-R	0.11
GF-I-1	QN-C-R	0.549
GF-I-1	QN-C-R	0.044
GF-I-1	QN-C-R	0.414
GF-I-1	QN-C-R	0.241
GF-I-1	QN-C-R	0.229
GF-I-1	QN-C-R	0.29
GF-I-1	QN-C-R	0.395
GF-I-1	QN-C-R	0.169
GF-I-1	QN-C-R	0.357
GF-I-1	QN-C-R	0.085
GF-I-1	QN-C-R	0.299
GF-I-1	QN-C-R	0.237
GF-I-1	QN-C-R	0.284
GF-I-1	QN-C-R	0.279
GF-I-1	QN-C-R	0.097
GF-I-1	QN-C-R	0.261
GF-I-1	QN-C-R	0.043
GF-I-1	QN-C-R	0.471
GF-I-1	QN-C-R	0.704
GF-I-1	QN-C-R	0.435
GF-I-1	QN-C-R	0.747
GF-I-1	QN-C-R	0.583
GF-I-1	QN-C-R	0.289
GF-I-1	QN-C-R	0.745
GF-I-1	QN-C-R	0.26
GF-I-1	QN-C-R	0.668
GF-I-1	QN-C-R	0.659
GF-I-1	QN-C-R	0.697
GF-I-1	QN-C-R	0.62
GF-I-1	QN-C-R	0.052
GF-I-1	QN-C-R	0.56
GF-I-1	QN-C-R	0.012
GF-I-1	QN-C-R	0.767
GF-I-1	QN-C-R	0.719
GF-I-1	QN-C-R	0.629
GF-I-1	QN-C-R	0.761
GF-I-1	QN-C-R	0.763
GF-I-1	QN-C-R	0.571
GF-I-1	QN-C-R	0.816
GF-I-1	QN-C-R	0.471
GF-I-1	QN-C-R	0.806
GF-I-1	QN-C-R	0.763
GF-I-1	QN-C-R	0.793
GF-I-1	QN-C-R	0.783
GF-I-1	QN-C-R	0.421
GF-I-1	QN-C-R	0.712
GF-I-1	QN-C-R	0.333
GF-I-1	QN-C-S	0.527
GF-I-1	QN-C-S	0.181
GF-I-1	QN-C-S	0.37
GF-I-1	QN-C-S	0.471
GF-I-1	QN-C-S	0.24
GF-I-1	QN-C-S	0.299
GF-I-1	QN-C-S	0.711
GF-I-1	QN-C-S	0.516
GF-I-1	QN-C-S	0.713
GF-I-1	QN-C-S	0.623
GF-I-1	QN-C-S	0.544
GF-I-1	QN-C-S	0.4
GF-I-1	QN-C-S	0.654
GF-I-1	QN-C-S	0.555
GF-I-1	QN-C-S	0.707
GF-I-1	QN-C-S	0.62
GF-I-1	QN-C-S	0.647
GF-I-1	QN-C-S	0.311
GF-I-1	QN-C-S	0.629
GF-I-1	QN-C-S	0.383
GF-I-1	QN-C-S	0.577
GF-I-1	QN-C-S	0.43
GF-I-1	QN-C-S	0.349
GF-I-1	QN-C-S	0.237
GF-I-1	QN-C-S	0.566
GF-I-1	QN-C-S	0.487
GF-I-1	QN-C-S	0.649
GF-I-1	QN-C-S	0.378
GF-I-1	QN-C-S	0.356
GF-I-1	QN-C-S	0.204
GF-I-1	QN-C-S	0.632
GF-I-1	QN-C-S	0.254
GF-I-1	QN-C-S	0.426
GF-I-1	QN-C-S	0.551
GF-I-1	QN-C-S	0.292
GF-I-1	QN-C-S	0.419
GF-I-1	QN-C-S	0.772
GF-I-1	QN-C-S	0.522
GF-I-1	QN-C-S	0.658
GF-I-1	QN-C-S	0.637
GF-I-1	QN-C-S	0.502
GF-I-1	QN-C-S	0.49
GF-I-1	QN-C-S	0.717
GF-I-1	QN-C-S	0.589
GF-I-1	QN-C-S	0.697
GF-I-1	QN-C-S	0.606
GF-I-1	QN-C-S	0.47
GF-I-1	QN-C-S	0.498
GF-I-1	QN-C-S	0.624
GF-I-1	QN-C-S	0.373
GF-I-1	QN-C-S	0.552
GF-I-1	QN-C-S	0.484
GF-I-1	QN-C-S	0.358
GF-I-1	QN-C-S	0.353
GF-I-1	QN-C-S	0.539
GF-I-1	QN-C-S	0.213
GF-I-1	QN-C-S	0.411
GF-I-1	QN-C-S	0.41
GF-I-1	QN-C-S	0.257
GF-I-1	QN-C-S	0.229
GF-I-1	QN-C-S	0.765
GF-I-1	QN-C-S	0.652
GF-I-1	QN-C-S	0.722
GF-I-1	QN-C-S	0.788
GF-I-1	QN-C-S	0.743
GF-I-1	QN-C-S	0.638
GF-I-1	QN-C-S	0.503
GF-I-1	QN-C-S	0.402
GF-I-1	QN-C-S	0.555
GF-I-1	QN-C-S	0.372
GF-I-1	QN-C-S	0.423
GF-I-1	QN-C-S	0.205
GF-I-1	QN-C-S	0.625
GF-I-1	QN-C-S	0.4
GF-I-1	QN-C-S	0.593
GF-I-1	QN-C-S	0.598
GF-I-1	QN-C-S	0.508
GF-I-1	QN-C-S	0.385
GF-I-1	QN-C-S	0.631
GF-I-1	QN-C-S	0.444
GF-I-1	QN-C-S	0.476
GF-I-1	QN-C-S	0.569
GF-I-1	QN-C-S	0.498
GF-I-1	QN-C-S	0.509
GF-I-1	QN-C-S	0.533
GF-I-1	QN-C-S	0.216
GF-I-1	QN-C-S	0.367
GF-I-1	QN-C-S	0.547
GF-I-1	QN-C-S	0.389
GF-I-1	QN-C-S	0.368
GF-I-1	QN-C-S	0.723
GF-I-1	QN-C-S	0.511
GF-I-1	QN-C-S	0.601
GF-I-1	QN-C-S	0.747
GF-I-1	QN-C-S	0.636
GF-I-1	QN-C-S	0.681
GF-I-1	QN-C-S	0.525
GF-I-1	QN-C-S	0.255
GF-I-1	QN-C-S	0.467
GF-I-1	QN-C-S	0.386
GF-I-1	QN-C-S	0.278
GF-I-1	QN-C-S	0.149
GF-I-1	QN-C-S	0.436
GF-I-1	QN-C-S	0.148
GF-I-1	QN-C-S	0.225
GF-I-1	QN-C-S	0.536
GF-I-1	QN-C-S	0.342
GF-I-1	QN-C-S	0.462
GF-I-1	QN-C-S	0.567
GF-I-1	QN-C-S	0.252
GF-I-1	QN-C-S	0.464
GF-I-1	QN-C-S	0.375
GF-I-1	QN-C-S	0.235
GF-I-1	QN-C-S	0.187
GF-I-1	QN-C-S	0.746
GF-I-1	QN-C-S	0.544
GF-I-1	QN-C-S	0.676
GF-I-1	QN-C-S	0.687
GF-I-1	QN-C-S	0.606
GF-I-1	QN-C-S	0.47
GF-I-1	QN-I	0.474
GF-I-1	QN-I	0.248
GF-I-1	QN-I	0.318
GF-I-1	QN-I	0.323
GF-I-1	QN-I	0.111
GF-I-1	QN-I	0.072
GF-I-1	QN-I	0.607
GF-I-1	QN-I	0.564
GF-I-1	QN-I	0.664
GF-I-1	QN-I	0.617
GF-I-1	QN-I	0.518
GF-I-1	QN-I	0.529
GF-I-1	QN-I	0.529
GF-I-1	QN-I	0.63
GF-I-1	QN-I	0.615
GF-I-1	QN-I	0.637
GF-I-1	QN-I	0.581
GF-I-1	QN-I	0.673
GF-I-1	QN-I	0.559
GF-I-1	QN-I	0.385
GF-I-1	QN-I	0.601
GF-I-1	QN-I	0.495
GF-I-1	QN-I	0.266
GF-I-1	QN-I	0.356
GF-I-1	QN-I	0.49
GF-I-1	QN-I	0.418
GF-I-1	QN-I	0.753
GF-I-1	QN-I	0.491
GF-I-1	QN-I	0.376
GF-I-1	QN-I	0.539
GF-I-1	QN-I	0.606
GF-I-1	QN-I	0.302
GF-I-1	QN-I	0.477
GF-I-1	QN-I	0.389
GF-I-1	QN-I	0.186
GF-I-1	QN-I	0.171
GF-I-1	QN-I	0.712
GF-I-1	QN-I	0.523
GF-I-1	QN-I	0.683
GF-I-1	QN-I	0.631
GF-I-1	QN-I	0.422
GF-I-1	QN-I	0.428
GF-I-1	QN-I	0.66
GF-I-1	QN-I	0.55
GF-I-1	QN-I	0.447
GF-I-1	QN-I	0.641
GF-I-1	QN-I	0.454
GF-I-1	QN-I	0.316
GF-I-1	QN-I	0.609
GF-I-1	QN-I	0.394
GF-I-1	QN-I	0.511
GF-I-1	QN-I	0.509
GF-I-1	QN-I	0.343
GF-I-1	QN-I	0.263
GF-I-1	QN-I	0.424
GF-I-1	QN-I	0.256
GF-I-1	QN-I	0.271
GF-I-1	QN-I	0.382
GF-I-1	QN-I	0.119
GF-I-1	QN-I	0.08
GF-I-1	QN-I	0.687
GF-I-1	QN-I	0.755
GF-I-1	QN-I	0.527
GF-I-1	QN-I	0.695
GF-I-1	QN-I	0.698
GF-I-1	QN-I	0.594
GF-I-1	QN-I	0.451
GF-I-1	QN-I	0.366
GF-I-1	QN-I	0.652
GF-I-1	QN-I	0.524
GF-I-1	QN-I	0.418
GF-I-1	QN-I	0.522
GF-I-1	QN-I	0.56
GF-I-1	QN-I	0.491
GF-I-1	QN-I	0.341
GF-I-1	QN-I	0.551
GF-I-1	QN-I	0.428
GF-I-1	QN-I	0.322
GF-I-1	QN-I	0.589
GF-I-1	QN-I	0.544
GF-I-1	QN-I	0.486
GF-I-1	QN-I	0.428
GF-I-1	QN-I	0.454
GF-I-1	QN-I	0.424
GF-I-1	QN-I	0.492
GF-I-1	QN-I	0.362
GF-I-1	QN-I	0.19
GF-I-1	QN-I	0.393
GF-I-1	QN-I	0.32
GF-I-1	QN-I	0.145
GF-I-1	QN-I	0.708
GF-I-1	QN-I	0.634
GF-I-1	QN-I	0.475
GF-I-1	QN-I	0.546
GF-I-1	QN-I	0.58
GF-I-1	QN-I	0.43
GF-I-1	QN-I	0.427
GF-I-1	QN-I	0.325
GF-I-1	QN-I	0.289
GF-I-1	QN-I	0.393
GF-I-1	QN-I	0.186
GF-I-1	QN-I	0.165
GF-I-1	QN-I	0.404
GF-I-1	QN-I	0.293
GF-I-1	QN-I	0.158
GF-I-1	QN-I	0.217
GF-I-1	QN-I	0.188
GF-I-1	QN-I	0.09
GF-I-1	QN-I	0.481
GF-I-1	QN-I	0.284
GF-I-1	QN-I	0.31
GF-I-1	QN-I	0.403
GF-I-1	QN-I	0.152
GF-I-1	QN-I	0.103
GF-I-1	QN-I	0.67
GF-I-1	QN-I	0.595
GF-I-1	QN-I	0.495
GF-I-1	QN-I	0.647
GF-I-1	QN-I	0.506
GF-I-1	QN-I	0.452
GF-I-1	SM-C-R	0.468
GF-I-1	SM-C-R	0.477
GF-I-1	SM-C-R	0.528
GF-I-1	SM-C-R	0.473
GF-I-1	SM-C-R	0.478
GF-I-1	SM-C-R	0.455
GF-I-1	SM-C-R	0.394
GF-I-1	SM-C-R	0.411
GF-I-1	SM-C-R	0.672
GF-I-1	SM-C-R	0.688
GF-I-1	SM-C-R	0.724
GF-I-1	SM-C-R	0.777
GF-I-1	SM-C-R	0.776
GF-I-1	SM-C-R	0.705
GF-I-1	SM-C-R	0.721
GF-I-1	SM-C-R	0.685
GF-I-1	SM-C-R	0.595
GF-I-1	SM-C-R	0.64
GF-I-1	SM-C-R	0.652
GF-I-1	SM-C-R	0.702
GF-I-1	SM-C-R	0.726
GF-I-1	SM-C-R	0.642
GF-I-1	SM-C-R	0.687
GF-I-1	SM-C-R	0.556
GF-I-1	SM-C-R	0.713
GF-I-1	SM-C-R	0.803
GF-I-1	SM-C-R	0.833
GF-I-1	SM-C-R	0.656
GF-I-1	SM-C-R	0.701
GF-I-1	SM-C-R	0.679
GF-I-1	SM-C-R	0.703
GF-I-1	SM-C-R	0.637
GF-I-1	SM-C-R	0.696
GF-I-1	SM-C-R	0.642
GF-I-1	SM-C-R	0.652
GF-I-1	SM-C-R	0.621
GF-I-1	SM-C-R	0.679
GF-I-1	SM-C-R	0.683
GF-I-1	SM-C-R	0.758
GF-I-1	SM-C-R	0.626
GF-I-1	SM-C-R	0.45
GF-I-1	SM-C-R	0.514
GF-I-1	SM-C-R	0.592
GF-I-1	SM-C-R	0.51
GF-I-1	SM-C-R	0.501
GF-I-1	SM-C-R	0.468
GF-I-1	SM-C-R	0.427
GF-I-1	SM-C-R	0.484
GF-I-1	SM-C-R	0.667
GF-I-1	SM-C-R	0.683
GF-I-1	SM-C-R	0.714
GF-I-1	SM-C-R	0.732
GF-I-1	SM-C-R	0.719
GF-I-1	SM-C-R	0.706
GF-I-1	SM-C-R	0.674
GF-I-1	SM-C-R	0.653
GF-I-1	SM-C-R	0.714
GF-I-1	SM-C-R	0.658
GF-I-1	SM-C-R	0.685
GF-I-1	SM-C-R	0.768
GF-I-1	SM-C-R	0.748
GF-I-1	SM-C-R	0.772
GF-I-1	SM-C-R	0.711
GF-I-1	SM-C-R	0.678
GF-I-1	SM-C-R	0.635
GF-I-1	SM-C-R	0.624
GF-I-1	SM-C-R	0.63
GF-I-1	SM-C-R	0.644
GF-I-1	SM-C-R	0.656
GF-I-1	SM-C-R	0.662
GF-I-1	SM-C-R	0.629
GF-I-1	SM-C-R	0.546
GF-I-1	SM-C-R	0.558
GF-I-1	SM-C-R	0.633
GF-I-1	SM-C-R	0.629
GF-I-1	SM-C-R	0.535
GF-I-1	SM-C-R	0.548
GF-I-1	SM-C-R	0.538
GF-I-1	SM-C-R	0.485
GF-I-1	SM-C-R	0.443
GF-I-1	SM-C-R	0.554
GF-I-1	SM-C-R	0.568
GF-I-1	SM-C-R	0.591
GF-I-1	SM-C-R	0.772
GF-I-1	SM-C-R	0.719
GF-I-1	SM-C-R	0.647
GF-I-1	SM-C-R	0.636
GF-I-1	SM-C-R	0.586
GF-I-1	SM-C-R	0.602
GF-I-1	SM-C-R	0.537
GF-I-1	SM-C-R	0.552
GF-I-1	SM-C-R	0.541
GF-I-1	SM-C-R	0.658
GF-I-1	SM-C-R	0.615
GF-I-1	SM-C-R	0.688
GF-I-1	SM-C-R	0.44
GF-I-1	SM-C-R	0.573
GF-I-1	SM-C-R	0.577
GF-I-1	SM-C-R	0.599
GF-I-1	SM-C-R	0.651
GF-I-1	SM-C-R	0.674
GF-I-1	SM-C-R	0.61
GF-I-1	SM-C-R	0.585
GF-I-1	SM-C-R	0.493
GF-I-1	SM-C-R	0.459
GF-I-1	SM-C-R	0.489
GF-I-1	SM-C-R	0.491
GF-I-1	SM-C-R	0.518
GF-I-1	SM-C-R	0.492
GF-I-1	SM-C-R	0.478
GF-I-1	SM-C-R	0.493
GF-I-1	SM-C-R	0.398
GF-I-1	SM-C-R	0.357
GF-I-1	SM-C-R	0.355
GF-I-1	SM-C-R	0.395
GF-I-1	SM-C-R	0.443
GF-I-1	SM-C-R	0.479
GF-I-1	SM-C-R	0.395
GF-I-1	SM-C-R	0.335
GF-I-1	SM-C-R	0.262
GF-I-1	SM-C-R	0.488
GF-I-1	SM-C-R	0.489
GF-I-1	SM-C-R	0.548
GF-I-1	SM-C-R	0.651
GF-I-1	SM-C-R	0.63
GF-I-1	SM-C-R	0.549
GF-I-1	SM-C-R	0.529
GF-I-1	SM-C-R	0.508
GF-I-1	SM-C-R	0.601
GF-I-1	SM-C-R	0.691
GF-I-1	SM-C-R	0.702
GF-I-1	SM-C-R	0.569
GF-I-1	SM-C-R	0.611
GF-I-1	SM-C-R	0.575
GF-I-1	SM-C-R	0.548
GF-I-1	SM-C-R	0.506
GF-I-1	SM-C-R	0.199
GF-I-1	SM-C-R	0.216
GF-I-1	SM-C-R	0.248
GF-I-1	SM-C-R	0.288
GF-I-1	SM-C-R	0.262
GF-I-1	SM-C-R	0.227
GF-I-1	SM-C-R	0.168
GF-I-1	SM-C-R	0.136
GF-I-1	SM-C-R	0.638
GF-I-1	SM-C-R	0.736
GF-I-1	SM-C-R	0.755
GF-I-1	SM-C-R	0.579
GF-I-1	SM-C-R	0.614
GF-I-1	SM-C-R	0.601
GF-I-1	SM-C-R	0.556
GF-I-1	SM-C-R	0.549
GF-I-1	SM-C-R	0.64
GF-I-1	SM-C-R	0.724
GF-I-1	SM-C-R	0.746
GF-I-1	SM-C-R	0.723
GF-I-1	SM-C-R	0.714
GF-I-1	SM-C-R	0.684
GF-I-1	SM-C-R	0.666
GF-I-1	SM-C-R	0.595
GF-I-1	SM-C-S	0.428
GF-I-1	SM-C-S	0.375
GF-I-1	SM-C-S	0.496
GF-I-1	SM-C-S	0.243
GF-I-1	SM-C-S	0.309
GF-I-1	SM-C-S	0.614
GF-I-1	SM-C-S	0.709
GF-I-1	SM-C-S	0.665
GF-I-1	SM-C-S	0.613
GF-I-1	SM-C-S	0.571
GF-I-1	SM-C-S	0.533
GF-I-1	SM-C-S	0.636
GF-I-1	SM-C-S	0.569
GF-I-1	SM-C-S	0.57
GF-I-1	SM-C-S	0.535
GF-I-1	SM-C-S	0.674
GF-I-1	SM-C-S	0.649
GF-I-1	SM-C-S	0.687
GF-I-1	SM-C-S	0.616
GF-I-1	SM-C-S	0.634
GF-I-1	SM-C-S	0.627
GF-I-1	SM-C-S	0.739
GF-I-1	SM-C-S	0.633
GF-I-1	SM-C-S	0.74
GF-I-1	SM-C-S	0.601
GF-I-1	SM-C-S	0.441
GF-I-1	SM-C-S	0.437
GF-I-1	SM-C-S	0.493
GF-I-1	SM-C-S	0.336
GF-I-1	SM-C-S	0.332
GF-I-1	SM-C-S	0.625
GF-I-1	SM-C-S	0.68
GF-I-1	SM-C-S	0.685
GF-I-1	SM-C-S	0.574
GF-I-1	SM-C-S	0.539
GF-I-1	SM-C-S	0.72
GF-I-1	SM-C-S	0.674
GF-I-1	SM-C-S	0.789
GF-I-1	SM-C-S	0.549
GF-I-1	SM-C-S	0.573
GF-I-1	SM-C-S	0.59
GF-I-1	SM-C-S	0.639
GF-I-1	SM-C-S	0.646
GF-I-1	SM-C-S	0.487
GF-I-1	SM-C-S	0.45
GF-I-1	SM-C-S	0.526
GF-I-1	SM-C-S	0.475
GF-I-1	SM-C-S	0.572
GF-I-1	SM-C-S	0.326
GF-I-1	SM-C-S	0.447
GF-I-1	SM-C-S	0.541
GF-I-1	SM-C-S	0.638
GF-I-1	SM-C-S	0.598
GF-I-1	SM-C-S	0.519
GF-I-1	SM-C-S	0.485
GF-I-1	SM-C-S	0.538
GF-I-1	SM-C-S	0.682
GF-I-1	SM-C-S	0.554
GF-I-1	SM-C-S	0.637
GF-I-1	SM-C-S	0.41
GF-I-1	SM-C-S	0.557
GF-I-1	SM-C-S	0.575
GF-I-1	SM-C-S	0.608
GF-I-1	SM-C-S	0.398
GF-I-1	SM-C-S	0.421
GF-I-1	SM-C-S	0.438
GF-I-1	SM-C-S	0.524
GF-I-1	SM-C-S	0.439
GF-I-1	SM-C-S	0.477
GF-I-1	SM-C-S	0.4
GF-I-1	SM-C-S	0.317
GF-I-1	SM-C-S	0.388
GF-I-1	SM-C-S	0.383
GF-I-1	SM-C-S	0.173
GF-I-1	SM-C-S	0.167
GF-I-1	SM-C-S	0.5
GF-I-1	SM-C-S	0.56
GF-I-1	SM-C-S	0.533
GF-I-1	SM-C-S	0.45
GF-I-1	SM-C-S	0.415
GF-I-1	SM-C-S	0.557
GF-I-1	SM-C-S	0.5
GF-I-1	SM-C-S	0.597
GF-I-1	SM-C-S	0.384
GF-I-1	SM-C-S	0.547
GF-I-1	SM-C-S	0.179
GF-I-1	SM-C-S	0.182
GF-I-1	SM-C-S	0.23
GF-I-1	SM-C-S	0.062
GF-I-1	SM-C-S	0.087
GF-I-1	SM-C-S	0.617
GF-I-1	SM-C-S	0.518
GF-I-1	SM-C-S	0.652
GF-I-1	SM-C-S	0.409
GF-I-1	SM-C-S	0.572
GF-I-1	SM-C-S	0.628
GF-I-1	SM-C-S	0.628
GF-I-1	SM-C-S	0.668
GF-I-1	SM-C-S	0.533
GF-I-1	SM-C-S	0.603
GF-I-1	SM-I-closed	0.456
GF-I-1	SM-I-closed	0.365
GF-I-1	SM-I-closed	0.444
GF-I-1	SM-I-closed	0.349
GF-I-1	SM-I-closed	0.441
GF-I-1	SM-I-closed	0.427
GF-I-1	SM-I-closed	0.621
GF-I-1	SM-I-closed	0.747
GF-I-1	SM-I-closed	0.611
GF-I-1	SM-I-closed	0.586
GF-I-1	SM-I-closed	0.547
GF-I-1	SM-I-closed	0.683
GF-I-1	SM-I-closed	0.476
GF-I-1	SM-I-closed	0.699
GF-I-1	SM-I-closed	0.505
GF-I-1	SM-I-closed	0.551
GF-I-1	SM-I-closed	0.452
GF-I-1	SM-I-closed	0.586
GF-I-1	SM-I-closed	0.712
GF-I-1	SM-I-closed	0.622
GF-I-1	SM-I-closed	0.707
GF-I-1	SM-I-closed	0.716
GF-I-1	SM-I-closed	0.714
GF-I-1	SM-I-closed	0.737
GF-I-1	SM-I-closed	0.672
GF-I-1	SM-I-closed	0.698
GF-I-1	SM-I-closed	0.659
GF-I-1	SM-I-closed	0.593
GF-I-1	SM-I-closed	0.537
GF-I-1	SM-I-closed	0.694
GF-I-1	SM-I-closed	0.527
GF-I-1	SM-I-closed	0.426
GF-I-1	SM-I-closed	0.48
GF-I-1	SM-I-closed	0.362
GF-I-1	SM-I-closed	0.458
GF-I-1	SM-I-closed	0.504
GF-I-1	SM-I-closed	0.637
GF-I-1	SM-I-closed	0.69
GF-I-1	SM-I-closed	0.639
GF-I-1	SM-I-closed	0.562
GF-I-1	SM-I-closed	0.582
GF-I-1	SM-I-closed	0.667
GF-I-1	SM-I-closed	0.611
GF-I-1	SM-I-closed	0.714
GF-I-1	SM-I-closed	0.675
GF-I-1	SM-I-closed	0.558
GF-I-1	SM-I-closed	0.593
GF-I-1	SM-I-closed	0.66
GF-I-1	SM-I-closed	0.614
GF-I-1	SM-I-closed	0.624
GF-I-1	SM-I-closed	0.61
GF-I-1	SM-I-closed	0.528
GF-I-1	SM-I-closed	0.538
GF-I-1	SM-I-closed	0.615
GF-I-1	SM-I-closed	0.547
GF-I-1	SM-I-closed	0.422
GF-I-1	SM-I-closed	0.556
GF-I-1	SM-I-closed	0.56
GF-I-1	SM-I-closed	0.609
GF-I-1	SM-I-closed	0.532
GF-I-1	SM-I-closed	0.457
GF-I-1	SM-I-closed	0.72
GF-I-1	SM-I-closed	0.489
GF-I-1	SM-I-closed	0.461
GF-I-1	SM-I-closed	0.426
GF-I-1	SM-I-closed	0.53
GF-I-1	SM-I-closed	0.673
GF-I-1	SM-I-closed	0.668
GF-I-1	SM-I-closed	0.614
GF-I-1	SM-I-closed	0.466
GF-I-1	SM-I-closed	0.408
GF-I-1	SM-I-closed	0.6
GF-I-1	SM-I-closed	0.535
GF-I-1	SM-I-closed	0.597
GF-I-1	SM-I-closed	0.549
GF-I-1	SM-I-closed	0.473
GF-I-1	SM-I-closed	0.483
GF-I-1	SM-I-closed	0.532
GF-I-1	SM-I-closed	0.474
GF-I-1	SM-I-closed	0.481
GF-I-1	SM-I-closed	0.476
GF-I-1	SM-I-closed	0.428
GF-I-1	SM-I-closed	0.441
GF-I-1	SM-I-closed	0.461
GF-I-1	SM-I-closed	0.379
GF-I-1	SM-I-closed	0.396
GF-I-1	SM-I-closed	0.322
GF-I-1	SM-I-closed	0.201
GF-I-1	SM-I-closed	0.264
GF-I-1	SM-I-closed	0.307
GF-I-1	SM-I-closed	0.53
GF-I-1	SM-I-closed	0.589
GF-I-1	SM-I-closed	0.526
GF-I-1	SM-I-closed	0.393
GF-I-1	SM-I-closed	0.443
GF-I-1	SM-I-closed	0.484
GF-I-1	SM-I-closed	0.531
GF-I-1	SM-I-closed	0.472
GF-I-1	SM-I-closed	0.557
GF-I-1	SM-I-closed	0.622
GF-I-1	SM-I-closed	0.629
GF-I-1	SM-I-closed	0.566
GF-I-1	SM-I-closed	0.24
GF-I-1	SM-I-closed	0.164
GF-I-1	SM-I-closed	0.218
GF-I-1	SM-I-closed	0.107
GF-I-1	SM-I-closed	0.201
GF-I-1	SM-I-closed	0.147
GF-I-1	SM-I-closed	0.592
GF-I-1	SM-I-closed	0.48
GF-I-1	SM-I-closed	0.606
GF-I-1	SM-I-closed	0.639
GF-I-1	SM-I-closed	0.693
GF-I-1	SM-I-closed	0.636
GF-I-1	SM-I-closed	0.575
GF-I-1	SM-I-closed	0.657
GF-I-1	SM-I-closed	0.615
GF-I-1	SM-I-closed	0.623
GF-I-1	SM-I-closed	0.626
GF-I-1	SM-I-closed	0.62
GF-I-1	SM-I-opened	0.344
GF-I-1	SM-I-opened	0.127
GF-I-1	SM-I-opened	0.363
GF-I-1	SM-I-opened	0.476
GF-I-1	SM-I-opened	0.367
GF-I-1	SM-I-opened	0.502
GF-I-1	SM-I-opened	0.743
GF-I-1	SM-I-opened	0.612
GF-I-1	SM-I-opened	0.682
GF-I-1	SM-I-opened	0.617
GF-I-1	SM-I-opened	0.696
GF-I-1	SM-I-opened	0.743
GF-I-1	SM-I-opened	0.725
GF-I-1	SM-I-opened	0.657
GF-I-1	SM-I-opened	0.641
GF-I-1	SM-I-opened	0.501
GF-I-1	SM-I-opened	0.652
GF-I-1	SM-I-opened	0.651
GF-I-1	SM-I-opened	0.658
GF-I-1	SM-I-opened	0.455
GF-I-1	SM-I-opened	0.62
GF-I-1	SM-I-opened	0.677
GF-I-1	SM-I-opened	0.684
GF-I-1	SM-I-opened	0.724
GF-I-1	SM-I-opened	0.708
GF-I-1	SM-I-opened	0.624
GF-I-1	SM-I-opened	0.618
GF-I-1	SM-I-opened	0.613
GF-I-1	SM-I-opened	0.717
GF-I-1	SM-I-opened	0.688
GF-I-1	SM-I-opened	0.45
GF-I-1	SM-I-opened	0.226
GF-I-1	SM-I-opened	0.393
GF-I-1	SM-I-opened	0.488
GF-I-1	SM-I-opened	0.46
GF-I-1	SM-I-opened	0.547
GF-I-1	SM-I-opened	0.684
GF-I-1	SM-I-opened	0.485
GF-I-1	SM-I-opened	0.599
GF-I-1	SM-I-opened	0.633
GF-I-1	SM-I-opened	0.671
GF-I-1	SM-I-opened	0.735
GF-I-1	SM-I-opened	0.593
GF-I-1	SM-I-opened	0.44
GF-I-1	SM-I-opened	0.675
GF-I-1	SM-I-opened	0.732
GF-I-1	SM-I-opened	0.657
GF-I-1	SM-I-opened	0.784
GF-I-1	SM-I-opened	0.576
GF-I-1	SM-I-opened	0.356
